[KEY]markerid,[P10]markerid,[P7]markerid,[P5]markerid,NO,시군구,**시,**구,**동,[P2]시군구_단지명,[P9]단지명_erased_**동,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
27336,UNMAPPED,27336,27336,5555,광주시 남구 봉선동,광주시,남구,봉선동,광주시 남구 봉선동 모아엘가,모아엘가,31,31,0,모아엘가,122.879,202308,7,"85,500",103,10,-,-,2008,용대로74번길 8,-,중개거래,광주 남구,23.08.08,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5639,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 쌍촌2차명지,쌍촌2차명지,877,877,0,쌍촌2차명지,83.6817,202308,5,"22,000",201,9,-,-,2003,운천로154번길 3,-,중개거래,광주 서구,23.08.29,아파트
24853,UNMAPPED,24853,24853,5676,광주시 서구 금호동,광주시,서구,금호동,광주시 서구 금호동 로렌시아,로렌시아,240-10,240,10,로렌시아,84.9078,202308,4,"52,000",101,15,-,-,2007,화개중앙로 148,-,중개거래,광주 서구,23.12.01,아파트
112577,UNMAPPED,112577,UNMAPPED,5734,광주시 광산구 송정동,광주시,광산구,송정동,광주시 광산구 송정동 현대디에코1차,현대디에코1차,859-3,859,3,현대디에코1차,40.7356,202308,3,"10,900",현대디에코1차,7,-,-,2016,송정로16번길 8,-,직거래,-,24.03.12,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5757,광주시 북구 오치동,광주시,북구,오치동,광주시 북구 오치동 금호타운,금호타운,925-1,925,1,금호타운,84.94,202308,2,"17,700",102,4,-,-,1995,서하로233번길 50,-,중개거래,광주 북구,23.09.25,아파트
16470,UNMAPPED,16470,16470,5807,광주시 광산구 도산동,광주시,광산구,도산동,광주시 광산구 도산동 삼라미주,삼라미주,1304-1,1304,1,삼라미주,31.395,202308,1,"5,200",101,4,-,-,1997,남동길 15,-,중개거래,광주 광산구,23.10.05,아파트
16004,UNMAPPED,16004,16004,5814,광주시 북구 용봉동,광주시,북구,용봉동,광주시 북구 용봉동 성산,성산,17-2,17,2,성산,79.92,202308,1,"9,000",제1,2,-,-,1985,효산로 11,-,직거래,-,23.08.24,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5815,광주시 북구 용봉동,광주시,북구,용봉동,광주시 북구 용봉동 대주파크빌2,대주파크빌2,1066,1066,0,대주파크빌2,84.9843,202308,1,"21,300",201,9,-,-,2003,용봉택지로13번길 11,-,중개거래,광주 북구,23.09.01,아파트
25533,UNMAPPED,25533,25533,5828,광주시 서구 마륵동,광주시,서구,마륵동,광주시 서구 마륵동 상무자이,상무자이,1,1,0,상무자이,170.8552,202307,31,"90,000",102,3,-,-,2008,백석길 22-23,-,중개거래,광주 서구,23.10.16,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5845,광주시 동구 소태동,광주시,동구,소태동,광주시 동구 소태동 진아하이빌,진아하이빌,443,443,0,진아하이빌,59.9611,202307,31,"19,000",202,3,-,-,2003,학소로42번길 12,-,직거래,-,23.08.01,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5849,광주시 광산구 우산동,광주시,광산구,우산동,광주시 광산구 우산동 송광1,송광1,1062-3,1062,3,송광1,59.94,202307,31,"8,000",101,9,-,-,1994,사암로106번길 99-6,-,중개거래,광주 광산구,23.09.26,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5860,광주시 광산구 도산동,광주시,광산구,도산동,광주시 광산구 도산동 카이스트빌1차,카이스트빌1차,826,826,0,카이스트빌1차,34.0522,202307,31,"8,600",101,9,-,-,2002,송도로182번길 15-11,-,중개거래,광주 동구,23.10.27,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5869,광주시 서구 금호동,광주시,서구,금호동,광주시 서구 금호동 금호동우미호반아파트,우미호반아파트,738-2,738,2,금호동우미호반아파트,102.76,202307,31,"30,000",104,8,-,-,1994,운천로 61,-,직거래,-,23.08.31,아파트
123680,UNMAPPED,123680,UNMAPPED,5924,광주시 동구 금남로3가,광주시,동구,금남로3가,광주시 동구 금남로3가 금남맨션,금남맨션,3-7,3,7,금남맨션,82.21,202307,29,"9,000",-,7,-,-,1977,중앙로196번길 14,-,중개거래,광주 동구,23.08.28,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5986,광주시 광산구 소촌동,광주시,광산구,소촌동,광주시 광산구 소촌동 EG스위트밸리1차,EG스위트밸리1차,290-25,290,25,EG스위트밸리1차,84.9831,202307,28,"19,400",103,9,-,-,2001,소촌로152번길 10,-,중개거래,광주 광산구,23.09.15,아파트
4871,UNMAPPED,4871,4871,6025,광주시 동구 운림동,광주시,동구,운림동,광주시 동구 운림동 무등파크맨션3차,무등파크맨션3차,628,628,0,무등파크맨션3차,59.76,202307,27,"14,500",301,8,-,-,1994,의재로 123,-,중개거래,광주 광산구 광주 북구,23.09.11,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,6046,광주시 북구 두암동,광주시,북구,두암동,광주시 북구 두암동 광일맨션,광일맨션,902-2,902,2,광일맨션,72.51,202307,26,"8,500",나,2,-,-,1983,서방로182번길 2,-,직거래,-,23.08.01,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,6055,광주시 북구 연제동,광주시,북구,연제동,광주시 북구 연제동 광명,광명,2-2,2,2,광명,42.51,202307,26,"7,800",101,11,-,-,1989,효열로 7,-,중개거래,광주 북구,23.09.18,아파트
5459,UNMAPPED,5459,5459,6133,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 럭키,럭키,858-2,858,2,럭키,52.56,202307,24,"18,000",5,4,-,-,1985,염화로40번길 20,-,중개거래,광주 서구,23.08.31,아파트
108890,UNMAPPED,108890,108890,6232,광주시 광산구 송정동,광주시,광산구,송정동,광주시 광산구 송정동 보라맨션,보라맨션,815-8,815,8,보라맨션,74.25,202307,22,"13,000",-,7,-,-,1991,송정로29번길 31,-,중개거래,광주 광산구,23.09.20,아파트
108816,UNMAPPED,108816,108816,6241,광주시 북구 용두동,광주시,북구,용두동,광주시 북구 용두동 양산진아리채,양산진아리채,1096,1096,0,양산진아리채,83.2578,202307,22,"36,000",103동,11,-,-,2016,용두택지로 36,-,중개거래,광주 북구,23.09.15,아파트
109722,UNMAPPED,109722,109722,6243,광주시 남구 주월동,광주시,남구,주월동,광주시 남구 주월동 세왕그린파크,세왕그린파크,1205-1,1205,1,세왕그린파크,84.86,202307,21,"15,300",-,6,-,-,2002,서문대로812번길 10,-,중개거래,광주 남구,23.08.09,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,6273,광주시 남구 행암동,광주시,남구,행암동,광주시 남구 행암동 효천엘에이치천년나무6단지아파트,효천엘에이치천년나무6단지아파트,539,539,0,효천엘에이치천년나무6단지아파트,59.89,202307,21,"22,600",606동,2,-,-,2016,효우2로 90,-,중개거래,광주 남구,23.08.25,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,6357,광주시 북구 두암동,광주시,북구,두암동,광주시 북구 두암동 광신(11동),광신(11동),579-1,579,1,광신(11동),83.88,202307,19,"11,100",11,13,-,-,1984,면앙로165번길 30,-,중개거래,광주 북구,23.08.23,아파트
108889,UNMAPPED,108889,108889,6440,광주시 광산구 송정동,광주시,광산구,송정동,광주시 광산구 송정동 광신프로그레스,광신프로그레스,817-5,817,5,광신프로그레스,84.898,202307,17,"39,000",101,14,-,-,2007,광산로20번길 28,-,중개거래,광주 광산구,23.09.04,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,6481,광주시 남구 봉선동,광주시,남구,봉선동,광주시 남구 봉선동 봉선2차남양휴튼,봉선2차남양휴튼,1080,1080,0,봉선2차남양휴튼,124.6235,202307,16,"115,000",203,6,-,-,2011,봉선로 115,-,중개거래,광주 남구,23.10.31,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,6676,광주시 남구 주월동,광주시,남구,주월동,광주시 남구 주월동 라인가든2,라인가든2,1199-7,1199,7,라인가든2,84.51,202307,11,"13,500",1,8,-,-,1986,서문대로 764,-,중개거래,광주 남구,23.07.26,아파트
113283,UNMAPPED,113283,UNMAPPED,6686,광주시 북구 양산동,광주시,북구,양산동,광주시 북구 양산동 유탑유블레스스카이뷰,유탑유블레스스카이뷰,796,796,0,유탑유블레스스카이뷰,74.2275,202307,11,"35,800",유탑 유블레스 스카이뷰,24,-,-,2019,하서로 384,-,중개거래,광주 북구,23.08.30,아파트
118288,UNMAPPED,118288,118288,6691,광주시 동구 계림동,광주시,동구,계림동,광주시 동구 계림동 대명,대명,191-1,191,1,대명,77.73,202307,11,"13,600",B,2,-,-,1983,동계로 79-26,-,중개거래,광주 동구,23.07.31,아파트
110492,UNMAPPED,110492,110492,6695,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 상무지오스테이션,상무지오스테이션,1378,1378,0,상무지오스테이션,73.8089,202307,11,"29,300",101동,15,-,-,2016,무진대로772번길 4,-,중개거래,광주 서구,23.09.13,아파트
103522,UNMAPPED,103522,UNMAPPED,6801,광주시 남구 봉선동,광주시,남구,봉선동,광주시 남구 봉선동 봉선이지더원2단지,봉선이지더원2단지,1147,1147,0,봉선이지더원2단지,59.7827,202307,8,"23,500",201,7,-,-,2012,봉선로 55,-,중개거래,광주 남구,23.09.01,아파트
122959,UNMAPPED,122959,122959,6892,광주시 북구 삼각동,광주시,북구,삼각동,광주시 북구 삼각동 드림네스트삼각1차,드림네스트삼각1차,754-2,754,2,드림네스트삼각1차,84.4375,202307,6,"22,000",드림네스트삼각1차,4,-,-,2018,우치로 337-4,-,중개거래,광주 북구,23.08.21,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,6988,광주시 북구 오치동,광주시,북구,오치동,광주시 북구 오치동 천오2동,천오2동,934-6,934,6,천오2동,54.795,202307,4,"6,000",2,3,-,-,1982,송월로49번길 45,-,직거래,-,23.07.05,아파트
115369,UNMAPPED,115369,115369,7019,광주시 북구 우산동,광주시,북구,우산동,광주시 북구 우산동 무진,무진,198-2,198,2,무진,72.8,202307,3,"11,200",1,1,-,-,1982,동문대로121번길 30,-,중개거래,광주 북구,23.07.18,아파트
127184,UNMAPPED,127184,127184,7070,광주시 동구 용산동,광주시,동구,용산동,광주시 동구 용산동 무등산골드클래스2차,무등산골드클래스2차,747,747,0,무등산골드클래스2차,59.5439,202307,1,"40,500",206,15,-,-,2022,남문로 589,-,중개거래,광주 동구,23.08.09,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,7079,광주시 광산구 월계동,광주시,광산구,월계동,광주시 광산구 월계동 첨단라인8,첨단라인8,763-2,763,2,첨단라인8,59.9,202307,1,"20,500",806,4,-,-,1997,첨단내촌로 101,-,중개거래,광주 광산구,23.09.20,아파트
4539,UNMAPPED,4539,4539,7098,광주시 남구 백운동,광주시,남구,백운동,광주시 남구 백운동 대주,대주,627-5,627,5,대주,84.97,202307,1,"20,050",101,2,-,-,1989,독립로10번길 14,-,중개거래,광주 남구,23.07.31,아파트
4988,UNMAPPED,4988,4988,7113,광주시 북구 신안동,광주시,북구,신안동,광주시 북구 신안동 모아,모아,213-1,213,1,모아,84.9,202307,1,"21,300",1,5,-,-,1991,서양로 30,-,중개거래,광주 북구,23.08.11,아파트
106294,UNMAPPED,106294,106294,7174,광주시 북구 운암동,광주시,북구,운암동,광주시 북구 운암동 블루시안1차,블루시안1차,782-3,782,3,블루시안1차,84.9072,202306,30,"23,000",102,9,-,-,2006,동운로 192,-,중개거래,광주 남구,23.07.28,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,7180,광주시 북구 일곡동,광주시,북구,일곡동,광주시 북구 일곡동 동아1,동아1,816-3,816,3,동아1,134.97,202306,29,"41,500",105,14,-,-,1999,우치로537번길 10,-,중개거래,광주 광산구 광주 북구,23.11.20,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,7248,광주시 서구 금호동,광주시,서구,금호동,광주시 서구 금호동 코아루,코아루,447-9,447,9,코아루,140.8571,202306,28,"60,000",101,3,-,-,2006,금호운천길 41,-,중개거래,광주 동구,23.10.31,아파트
11277,UNMAPPED,11277,11277,7262,광주시 남구 서동,광주시,남구,서동,광주시 남구 서동 아남프라자,아남프라자,285,285,0,아남프라자,84.66,202306,28,"18,000",101,18,-,-,1996,제중로 93,-,중개거래,광주 남구,23.11.20,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,7284,광주시 동구 수기동,광주시,동구,수기동,광주시 동구 수기동 고운하이츠(22-0),고운하이츠(22-0),22,22,0,고운하이츠(22-0),29.817,202306,27,"8,500",-,9,-,-,2011,천변우로 329-10,-,중개거래,광주 서구,23.07.14,아파트
16481,UNMAPPED,16481,16481,7352,광주시 광산구 소촌동,광주시,광산구,소촌동,광주시 광산구 소촌동 대화,대화,440-1,440,1,대화,59.99,202306,26,"11,400",101,3,-,-,1995,어등대로647번길 43,-,중개거래,광주 광산구,23.07.20,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,7557,광주시 북구 삼각동,광주시,북구,삼각동,광주시 북구 삼각동 드림네스트삼각2차,드림네스트삼각2차,753-3,753,3,드림네스트삼각2차,84.7195,202306,22,"21,000",-,3,-,-,2018,우치로 345,-,직거래,-,23.06.29,아파트
146904,UNMAPPED,146904,UNMAPPED,7593,광주시 남구 백운동,광주시,남구,백운동,광주시 남구 백운동 백운광장역천년가,백운광장역천년가,634-1,634,1,백운광장역천년가,84.8995,202306,22,"59,794",-,12,-,-,2022,독립로10번길 8,-,직거래,-,23.06.30,아파트
132263,UNMAPPED,132263,UNMAPPED,7598,광주시 북구 각화동,광주시,북구,각화동,광주시 북구 각화동 무등산한국아델리움어반센트럴,무등산한국아델리움어반센트럴,614,614,0,무등산한국아델리움어반센트럴,84.2573,202306,21,"34,100",102,3,-,-,2023,군왕로 279,-,직거래,-,23.09.18,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,7700,광주시 서구 광천동,광주시,서구,광천동,광주시 서구 광천동 인동,인동,571-1,571,1,인동,59.43,202306,19,"40,000",1,1,-,-,1984,광천효광길 25,-,중개거래,광주 서구,23.09.27,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,7808,광주시 광산구 월계동,광주시,광산구,월계동,광주시 광산구 월계동 삼성,삼성,758-7,758,7,삼성,84.93,202306,17,"39,000",107,3,-,-,1996,임방울대로 743,-,중개거래,광주 광산구,23.08.25,아파트
107774,UNMAPPED,107774,107774,7940,광주시 북구 삼각동,광주시,북구,삼각동,광주시 북구 삼각동 극동마이다스빌,극동마이다스빌,672,672,0,극동마이다스빌,84.9778,202306,15,"18,500",제102,12,-,-,2001,설죽로389번길 33,-,직거래,-,23.07.10,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,7942,광주시 북구 양산동,광주시,북구,양산동,광주시 북구 양산동 양산동고운하이플러스,고운하이플러스,1151,1151,0,양산동고운하이플러스,75.7323,202306,15,"28,000",101,6,-,-,2015,연양로 125,-,중개거래,광주 북구,23.09.05,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,7981,광주시 광산구 월계동,광주시,광산구,월계동,광주시 광산구 월계동 첨단우미1,첨단우미1,759-1,759,1,첨단우미1,78.54,202306,14,"23,000",102,5,-,-,1995,첨단중앙로181번길 65,-,중개거래,광주 광산구,23.07.14,아파트
155790,UNMAPPED,155790,155790,7986,광주시 북구 두암동,광주시,북구,두암동,광주시 북구 두암동 목화,목화,874-10,874,10,목화,62.55,202306,14,"8,300",B,5,-,-,1982,군왕로93번길 53,-,중개거래,광주 북구,23.08.08,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,8061,광주시 남구 진월동,광주시,남구,진월동,광주시 남구 진월동 진월아파트,진월아파트,250-3,250,3,진월아파트,79.65,202306,12,"20,000",-,3,-,-,1986,서문대로 668,20230620,직거래,-,-,아파트
113698,UNMAPPED,113698,113698,8389,광주시 남구 주월동,광주시,남구,주월동,광주시 남구 주월동 전일씨네빌,전일씨네빌,1205,1205,0,전일씨네빌,41.4092,202306,5,"9,200",1,8,-,-,2003,서문대로812번길 6,-,중개거래,광주 남구,23.07.28,아파트
147938,UNMAPPED,147938,147938,8394,광주시 북구 용봉동,광주시,북구,용봉동,광주시 북구 용봉동 고운맨션,고운맨션,369-1,369,1,고운맨션,62.79,202306,5,"8,650",-,7,-,-,1990,반룡로 46,-,중개거래,광주 남구 광주 북구,23.07.05,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,8401,광주시 동구 동명동,광주시,동구,동명동,광주시 동구 동명동 동명파크맨션,동명파크맨션,207-88,207,88,동명파크맨션,84.99,202306,5,"13,500",-,1,-,-,1989,동계로9번길 12,-,중개거래,광주 동구,23.07.03,아파트
134343,UNMAPPED,134343,134343,8505,광주시 동구 산수동,광주시,동구,산수동,광주시 동구 산수동 명지로드힐포레,명지로드힐포레,730,730,0,명지로드힐포레,74.1309,202306,2,"31,000",106동,10,-,-,2021,밤실로90번길 20,-,중개거래,광주 동구,23.06.30,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,8752,광주시 북구 운암동,광주시,북구,운암동,광주시 북구 운암동 일신,일신,124-7,124,7,일신,66.0,202305,29,"10,200",-,10,-,-,1989,금호로 54,-,중개거래,광주 북구,23.07.19,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,8902,광주시 광산구 송정동,광주시,광산구,송정동,광주시 광산구 송정동 송정역센트럴시티,송정역센트럴시티,840-33,840,33,송정역센트럴시티,39.6572,202305,26,"11,500",송정역센트럴시티,11,-,-,2016,광산로19번길 7,-,중개거래,광주 광산구,23.06.20,아파트
104807,UNMAPPED,104807,104807,8918,광주시 광산구 신촌동,광주시,광산구,신촌동,광주시 광산구 신촌동 정석그린,정석그린,827-1,827,1,정석그린,59.97,202305,25,"10,000",101,8,-,-,1995,사암로24번길 60-7,-,중개거래,광주 광산구,23.07.10,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,8977,광주시 북구 오치동,광주시,북구,오치동,광주시 북구 오치동 명진명가,명진명가,856-7,856,7,명진명가,35.54,202305,24,"7,500",-,8,-,-,2014,안산로 57,-,직거래,-,23.06.22,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,9054,광주시 북구 용봉동,광주시,북구,용봉동,광주시 북구 용봉동 휴먼시아,휴먼시아,1470,1470,0,휴먼시아,59.96,202305,23,"21,000",103,11,-,-,2009,설죽로148번길 10,-,중개거래,광주 광산구 광주 북구,23.09.15,아파트
111876,UNMAPPED,111876,111876,9077,광주시 광산구 도산동,광주시,광산구,도산동,광주시 광산구 도산동 카이스트빌2차,카이스트빌2차,849,849,0,카이스트빌2차,83.013,202305,23,"21,500",201,8,-,-,2001,송도로181번길 30,-,중개거래,광주 광산구,23.06.29,아파트
