[KEY]markerid,[P10]markerid,[P7]markerid,[P5]markerid,NO,시군구,**시,**구,**동,[P2]시군구_단지명,[P9]단지명_erased_**동,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,8776,대전시 대덕구 오정동,대전시,대덕구,오정동,대전시 대덕구 오정동 나이스팰리스14차,나이스팰리스14차,472-6,472,6,나이스팰리스14차,49.59,202305,10,"16,000",오정동 나이스팰리스,14,-,-,2017,대전로1032번길 13-13,-,직거래,-,23.05.23,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,8802,대전시 동구 대동,대전시,동구,대동,대전시 동구 대동 개나리(1-549),개나리(1-549),1-549,1,549,개나리(1-549),59.76,202305,9,"4,800",-,2,-,-,1995,동대전로110번길 141,-,중개거래,대전 동구,23.06.01,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,8990,대전시 중구 산성동,대전시,중구,산성동,대전시 중구 산성동 크로바아파트,크로바아파트,164-2,164,2,크로바아파트,48.8874,202305,3,"18,000",-,6,-,-,2020,대둔산로445번길 3,-,중개거래,대전 서구,23.06.30,아파트
9292,UNMAPPED,9292,9292,9000,대전시 서구 도마동,대전시,서구,도마동,대전시 서구 도마동 복음맨션,복음맨션,22-6,22,6,복음맨션,59.48,202305,3,"12,900",3,4,-,-,1989,배재로186번길 9,-,중개거래,대전 서구,23.06.16,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,9062,대전시 유성구 용산동,대전시,유성구,용산동,대전시 유성구 용산동 대전용산1BL호반써밋그랜드파크,대전용산1BL호반써밋그랜드파크,733,733,0,대전용산1BL호반써밋그랜드파크,84.9769,202305,1,"44,402",-,12,-,-,2023,용성로 20,-,중개거래,대전 유성구,-,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,9106,대전시 동구 가양동,대전시,동구,가양동,대전시 동구 가양동 트윈스아파트11차,트윈스아파트11차,421-11,421,11,트윈스아파트11차,70.6256,202304,29,"24,500",-,8,-,-,2020,동대전로 300,-,직거래,-,23.05.17,아파트
17027,UNMAPPED,17027,17027,9303,대전시 대덕구 비래동,대전시,대덕구,비래동,대전시 대덕구 비래동 임광,임광,129-3,129,3,임광,70.38,202304,25,"14,250",1,1,-,-,1988,비래동로31번길 30,-,중개거래,대전 동구,23.06.12,아파트
121086,UNMAPPED,121086,UNMAPPED,9356,대전시 중구 대흥동,대전시,중구,대흥동,대전시 중구 대흥동 신영미소랑,신영미소랑,161-8,161,8,신영미소랑,25.2547,202304,24,"6,200",-,8,-,-,2013,대흥로157번길 5,-,중개거래,대전 중구,23.05.01,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,9446,대전시 유성구 봉명동,대전시,유성구,봉명동,대전시 유성구 봉명동 ARTRAUM,ARTRAUM,648-2,648,2,ARTRAUM,20.3028,202304,21,"5,600",-,7,-,-,2011,온천북로33번길 22-31,-,직거래,-,23.04.28,아파트
105049,UNMAPPED,105049,105049,9478,대전시 대덕구 덕암동,대전시,대덕구,덕암동,대전시 대덕구 덕암동 리치빌,리치빌,46-2,46,2,리치빌,54.5087,202304,21,"14,400",101,5,-,-,2009,덕암로234번길 23,-,중개거래,대전 대덕구,23.06.09,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,9740,대전시 동구 가오동,대전시,동구,가오동,대전시 동구 가오동 예오름아파트,예오름아파트,158,158,0,예오름아파트,62.5914,202304,14,"24,100",-,7,-,-,2016,은어송로51번길 71,-,중개거래,대전 동구,23.05.02,아파트
26750,UNMAPPED,26750,UNMAPPED,9780,대전시 서구 도마동,대전시,서구,도마동,대전시 서구 도마동 계룡파크빌,계룡파크빌,335-35,335,35,계룡파크빌,115.33,202304,13,"25,500",-,5,-,-,2004,배재로 78,-,중개거래,대전 서구,23.10.30,아파트
115295,UNMAPPED,115295,115295,9806,대전시 동구 가양동,대전시,동구,가양동,대전시 동구 가양동 드림팰리스(C동),드림팰리스(C동),295-8,295,8,드림팰리스(C동),72.915,202304,12,"22,300",-,5,-,-,2016,가양로80번길 23,-,중개거래,대전 동구,23.06.22,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,9908,대전시 중구 사정동,대전시,중구,사정동,대전시 중구 사정동 대진하모니201동,대진하모니201동,399-5,399,5,대진하모니201동,66.53,202304,10,"16,500",그린하모니,8,-,-,2006,대둔산로323번길 55-16,-,중개거래,대전 서구 대전 중구,23.05.12,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,9909,대전시 중구 사정동,대전시,중구,사정동,대전시 중구 사정동 하모니401동,하모니401동,398-5,398,5,하모니401동,82.489,202304,10,"20,000",하모니,5,-,-,2008,대둔산로323번길 47-16,-,중개거래,대전 중구,23.06.09,아파트
125063,UNMAPPED,125063,125063,9949,대전시 중구 부사동,대전시,중구,부사동,대전시 중구 부사동 창조,창조,298-10,298,10,창조,63.95,202304,8,"11,200",103,1,-,-,1992,부용로 15,-,중개거래,대전 중구,23.05.26,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,10077,대전시 중구 선화동,대전시,중구,선화동,대전시 중구 선화동 선화동나이스타운,나이스타운,230-1,230,1,선화동나이스타운,16.2948,202304,5,"3,500",-,5,-,-,2013,중앙로121번길 21,-,직거래,-,23.04.06,아파트
137857,UNMAPPED,137857,UNMAPPED,10153,대전시 서구 도마동,대전시,서구,도마동,대전시 서구 도마동 어번던스힐,어번던스힐,570,570,0,어번던스힐,24.7172,202304,3,"13,000",-,5,-,-,2020,변동중로 36,-,직거래,-,23.04.20,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,10175,대전시 중구 태평동,대전시,중구,태평동,"대전시 중구 태평동 시영아파트1,2,3동","시영아파트1,2,3동",312-2,312,2,"시영아파트1,2,3동",50.64,202304,3,"19,000",1,3,-,-,1981,수침로 42,-,직거래,-,23.04.06,아파트
106640,UNMAPPED,106640,106640,10182,대전시 서구 괴정동,대전시,서구,괴정동,대전시 서구 괴정동 영승두루미,영승두루미,66-2,66,2,영승두루미,77.89,202304,2,"25,000",-,7,-,-,2003,괴정로 80,-,중개거래,대전 서구,23.05.23,아파트
17029,UNMAPPED,17029,17029,10424,대전시 대덕구 송촌동,대전시,대덕구,송촌동,대전시 대덕구 송촌동 참솔,참솔,560-10,560,10,참솔,83.98,202303,28,"17,000",-,3,-,-,1997,동춘당로23번길 65,-,직거래,-,23.03.31,아파트
104413,UNMAPPED,104413,104413,10610,대전시 대덕구 덕암동,대전시,대덕구,덕암동,대전시 대덕구 덕암동 미성하이빌,미성하이빌,9-2,9,2,미성하이빌,59.695,202303,23,"12,800",-,2,-,-,2006,덕암북로58번길 27,-,중개거래,대전 대덕구,23.04.17,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,10702,대전시 중구 유천동,대전시,중구,유천동,대전시 중구 유천동 하나,하나,319-1,319,1,하나,84.84,202303,20,"27,500",-,14,-,-,1997,태평로44번길 53,-,중개거래,대전 중구,23.05.30,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,10729,대전시 서구 용문동,대전시,서구,용문동,대전시 서구 용문동 협신맨션,협신맨션,276-8,276,8,협신맨션,84.58,202303,19,"18,500",-,6,-,-,1984,괴정로149번길 38,-,중개거래,대전 서구,23.03.23,아파트
13024,UNMAPPED,13024,UNMAPPED,10784,대전시 서구 탄방동,대전시,서구,탄방동,대전시 서구 탄방동 시티빌4차,시티빌4차,674,674,0,시티빌4차,58.85,202303,18,"16,500",-,7,-,-,2004,문정로2번길 109,-,중개거래,대전 서구,23.04.28,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,10856,대전시 대덕구 중리동,대전시,대덕구,중리동,대전시 대덕구 중리동 신일맨션,신일맨션,246-5,246,5,신일맨션,59.82,202303,16,"10,700",-,3,-,-,1990,계족로505번길 77,-,중개거래,대전 대덕구,23.04.25,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,10880,대전시 동구 가양동,대전시,동구,가양동,대전시 동구 가양동 한밭빌라,한밭빌라,30-3,30,3,한밭빌라,81.18,202303,15,"8,000",-,5,-,-,1986,흥룡로71번길 115,-,중개거래,대전 동구,23.03.24,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,10894,대전시 동구 중동,대전시,동구,중동,대전시 동구 중동 올인하우징1,올인하우징1,32-2,32,2,올인하우징1,72.1132,202303,15,"21,000",-,3,-,-,2018,선화로192번길 39,-,중개거래,대전 유성구,23.03.29,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,10900,대전시 서구 내동,대전시,서구,내동,대전시 서구 내동 서일,서일,37-15,37,15,서일,67.41,202303,15,"9,300",-,1,-,-,1990,동서대로997번길 88,-,중개거래,대전 서구,23.04.28,아파트
11332,UNMAPPED,11332,11332,10914,대전시 대덕구 목상동,대전시,대덕구,목상동,대전시 대덕구 목상동 현대,현대,215,215,0,현대,73.53,202303,15,"10,000",2,3,-,-,1986,대덕대로1524번길 27,-,직거래,-,23.04.07,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,10934,대전시 중구 중촌동,대전시,중구,중촌동,대전시 중구 중촌동 신수,신수,56-9,56,9,신수,59.62,202303,14,"8,750",-,6,-,-,2002,목중로54번길 29-3,-,중개거래,대전 중구,23.04.28,아파트
104425,UNMAPPED,104425,UNMAPPED,10953,대전시 서구 둔산동,대전시,서구,둔산동,대전시 서구 둔산동 플로채,플로채,980,980,0,플로채,12.5293,202303,13,"4,500",-,5,-,-,2011,둔지로 38,-,직거래,-,23.03.14,아파트
102280,UNMAPPED,102280,102280,11037,대전시 대덕구 비래동,대전시,대덕구,비래동,대전시 대덕구 비래동 아이조움,아이조움,136-3,136,3,아이조움,80.0014,202303,11,"25,000",아이조움아파트(102동),7,-,-,2005,비래서로61번길 71,-,중개거래,대전 대덕구,23.04.28,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,11043,대전시 중구 유천동,대전시,중구,유천동,대전시 중구 유천동 남촌현대,남촌현대,10-4,10,4,남촌현대,59.975,202303,11,"18,000",302,1,-,-,1995,계백로 1643,-,중개거래,대전 중구,23.05.12,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,11047,대전시 유성구 용산동,대전시,유성구,용산동,대전시 유성구 용산동 대덕테크노밸리2차푸르지오1단지,대덕테크노밸리2차푸르지오1단지,722,722,0,대덕테크노밸리2차푸르지오1단지,170.461,202303,11,"130,000",107,5,-,-,2008,배울2로 134,-,중개거래,대전 서구,23.03.17,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,11240,대전시 서구 탄방동,대전시,서구,탄방동,대전시 서구 탄방동 더퍼스트주상복합아파트,더퍼스트주상복합아파트,678,678,0,더퍼스트주상복합아파트,31.25,202303,4,"14,400",-,8,-,-,2018,문정로2번길 127,-,중개거래,대전 서구,23.03.27,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,11247,대전시 중구 사정동,대전시,중구,사정동,대전시 중구 사정동 강변아파트104동,강변아파트104동,516-3,516,3,강변아파트104동,77.7501,202303,4,"22,500",104,8,-,-,2017,안영로79번길 45,-,중개거래,대전 중구,23.03.29,아파트
127635,UNMAPPED,127635,UNMAPPED,11402,대전시 서구 탄방동,대전시,서구,탄방동,대전시 서구 탄방동 다온채,다온채,601,601,0,다온채,43.7514,202302,28,"18,400",-,10,-,-,2019,문정로 26,-,중개거래,대전 서구,23.04.14,아파트
107951,UNMAPPED,107951,107951,11907,대전시 대덕구 비래동,대전시,대덕구,비래동,대전시 대덕구 비래동 리치빌,리치빌,145-11,145,11,리치빌,81.5139,202302,15,"17,000",-,2,-,-,2005,비래동로32번길 45,-,중개거래,대전 대덕구,23.03.31,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,12169,대전시 대덕구 비래동,대전시,대덕구,비래동,대전시 대덕구 비래동 드림팰리스아파트,드림팰리스아파트,561-3,561,3,드림팰리스아파트,72.541,202302,9,"21,400",드림팰리스아파트,7,-,-,2017,비래서로10번길 86,-,중개거래,대전 대덕구,23.03.07,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,12174,대전시 동구 가양동,대전시,동구,가양동,대전시 동구 가양동 경원,경원,296-5,296,5,경원,80.99,202302,9,"10,000",-,2,-,-,1989,가양로56번길 37,-,직거래,-,23.02.21,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,12194,대전시 유성구 봉명동,대전시,유성구,봉명동,대전시 유성구 봉명동 온천훼미리타운,온천훼미리타운,441-11,441,11,온천훼미리타운,47.6949,202302,8,"10,000",유성온천훼미리타운,8,-,-,2005,온천서로 22-9,-,중개거래,대전 유성구,23.04.10,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,12227,대전시 중구 선화동,대전시,중구,선화동,대전시 중구 선화동 다온아파트,다온아파트,77-1,77,1,다온아파트,29.9023,202302,7,"20,000",-,3,-,-,2019,우암로 18,-,직거래,-,23.02.17,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,12338,대전시 서구 용문동,대전시,서구,용문동,대전시 서구 용문동 나이스타운,나이스타운,592-6,592,6,나이스타운,15.457,202302,3,"4,450",-,5,-,-,2012,계룡로636번길 32,-,중개거래,대전 서구,23.02.10,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,12417,대전시 서구 변동,대전시,서구,변동,대전시 서구 변동 서부,서부,3-4,3,4,서부,60.39,202302,1,"13,400",-,2,-,-,1989,중반7길 58,-,직거래,-,23.02.17,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,12940,대전시 유성구 송강동,대전시,유성구,송강동,대전시 유성구 송강동 한솔(태영),한솔(태영),200-1,200,1,한솔(태영),58.74,202301,9,"12,900",-,3,-,-,1995,송강로 15,-,중개거래,대전 유성구,23.02.13,아파트
100957,UNMAPPED,100957,100957,13033,대전시 동구 삼성동,대전시,동구,삼성동,대전시 동구 삼성동 대청,대청,302-94,302,94,대청,54.0,202301,4,"7,500",-,6,-,-,1985,대전로906번길 86-1,-,직거래,-,23.01.09,아파트
25952,UNMAPPED,25952,UNMAPPED,13065,대전시 서구 탄방동,대전시,서구,탄방동,대전시 서구 탄방동 젠트리움,젠트리움,778,778,0,젠트리움,66.805,202301,2,"22,250",-,9,-,-,2006,계룡로583번길 49,-,중개거래,대전 서구,23.02.28,아파트
110573,UNMAPPED,110573,110573,1,부산시 서구 서대신동3가,부산시,서구,서대신동3가,부산시 서구 서대신동3가 대신더샵,대신더샵,769,769,0,대신더샵,74.94,202312,31,"47,200",103,2,-,-,2018,꽃마을로 48,-,중개거래,부산 서구,24.03.08,아파트
110562,UNMAPPED,110562,UNMAPPED,2,부산시 부산진구 범전동,부산시,부산진구,범전동,부산시 부산진구 범전동 삼한골든뷰센트럴파크,삼한골든뷰센트럴파크,450,450,0,삼한골든뷰센트럴파크,84.9929,202312,31,"81,000",102동,51,-,-,2019,중앙대로 821,-,중개거래,부산 부산진구,24.02.29,아파트
121898,UNMAPPED,121898,UNMAPPED,3,부산시 동구 초량동,부산시,동구,초량동,부산시 동구 초량동 하버씨티,하버씨티,598-12,598,12,하버씨티,48.5888,202312,31,"22,000",-,2,-,-,2018,대영로239번길 17,-,직거래,-,24.01.30,아파트
110276,UNMAPPED,110276,UNMAPPED,4,부산시 동래구 온천동,부산시,동래구,온천동,부산시 동래구 온천동 동래효성해링턴플레이스,동래효성해링턴플레이스,1838,1838,0,동래효성해링턴플레이스,84.6112,202312,31,"56,500",102,17,-,-,2019,아시아드대로255번길 14,-,중개거래,부산 동래구,24.03.07,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5,부산시 북구 금곡동,부산시,북구,금곡동,부산시 북구 금곡동 금곡8단지주공,금곡8단지주공,810,810,0,금곡8단지주공,42.29,202312,31,"8,800",802,13,-,-,1996,효열로 134,-,중개거래,부산 북구,24.01.29,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,6,부산시 동래구 명장동,부산시,동래구,명장동,부산시 동래구 명장동 e편한세상동래명장1단지,e편한세상동래명장1단지,623,623,0,e편한세상동래명장1단지,84.98,202312,31,"54,900",109동,11,-,-,2019,명장로 65,-,중개거래,부산 동래구,24.02.16,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,7,부산시 남구 대연동,부산시,남구,대연동,부산시 남구 대연동 대연롯데캐슬레전드1단지,대연롯데캐슬레전드1단지,1872,1872,0,대연롯데캐슬레전드1단지,84.95,202312,31,"70,000",124동,25,-,-,2018,수영로 135,-,중개거래,부산 남구,24.02.27,아파트
103343,UNMAPPED,103343,103343,8,부산시 동래구 명륜동,부산시,동래구,명륜동,부산시 동래구 명륜동 명륜아이파크1단지,명륜아이파크1단지,757,757,0,명륜아이파크1단지,84.9949,202312,31,"67,000",104,10,-,-,2013,명륜로 170,-,중개거래,부산 동래구,24.02.01,아파트
123223,UNMAPPED,123223,123223,9,부산시 동래구 온천동,부산시,동래구,온천동,부산시 동래구 온천동 동래래미안아이파크,동래래미안아이파크,1853,1853,0,동래래미안아이파크,75.5206,202312,31,"72,500",201,18,-,-,2022,금정마을로 150,-,중개거래,"부산 동래구, 부산 해운대구",24.02.27,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,10,부산시 부산진구 가야동,부산시,부산진구,가야동,부산시 부산진구 가야동 벽산2,벽산2,669-9,669,9,벽산2,122.57,202312,31,"36,000",117,12,-,-,1992,엄광로 68,-,중개거래,부산 부산진구,24.02.29,아파트
11776,UNMAPPED,11776,11776,11,부산시 해운대구 재송동,부산시,해운대구,재송동,부산시 해운대구 재송동 센텀피오레1차,센텀피오레1차,1302,1302,0,센텀피오레1차,84.9446,202312,31,"41,000",106,15,-,-,2005,수영강변대로 382,-,중개거래,경남 김해시 부산 해운대구,24.01.29,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,12,부산시 북구 만덕동,부산시,북구,만덕동,부산시 북구 만덕동 더 래디언트 금정산,더 래디언트 금정산,960,960,0,더 래디언트 금정산,59.99,202312,31,"30,700",113,27,-,-,2019,상학로 35,-,중개거래,부산 북구,24.01.30,아파트
109854,UNMAPPED,109854,109854,13,부산시 강서구 명지동,부산시,강서구,명지동,부산시 강서구 명지동 부산명지중흥S-클래스에듀오션,부산명지중흥S-클래스에듀오션,3350,3350,0,부산명지중흥S-클래스에듀오션,67.6298,202312,31,"41,800",201동,14,-,-,2018,명지국제5로 90,-,중개거래,부산 강서구,24.02.16,아파트
123730,UNMAPPED,123730,123730,14,부산시 북구 화명동,부산시,북구,화명동,부산시 북구 화명동 화명푸르지오헤리센트,화명푸르지오헤리센트,2341,2341,0,화명푸르지오헤리센트,39.7542,202312,31,"25,000",104,7,-,-,2021,산성로 28,-,직거래,-,24.02.02,아파트
7930,UNMAPPED,7930,7930,16,부산시 해운대구 좌동,부산시,해운대구,좌동,부산시 해운대구 좌동 현대,현대,1337,1337,0,현대,59.445,202312,31,"37,900",102,13,-,-,1996,양운로37번길 11,-,중개거래,부산 해운대구,24.02.21,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,17,부산시 사상구 주례동,부산시,사상구,주례동,부산시 사상구 주례동 럭키주례2,럭키주례2,595-4,595,4,럭키주례2,84.91,202312,31,"40,900",10,7,-,-,1989,가야대로284번길 12,-,중개거래,부산 사상구,24.01.12,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,18,부산시 연제구 연산동,부산시,연제구,연산동,부산시 연제구 연산동 연제롯데캐슬데시앙,연제롯데캐슬데시앙,2341,2341,0,연제롯데캐슬데시앙,59.91,202312,31,"50,000",105,14,-,-,2018,월드컵대로 55,-,중개거래,"부산 연제구, 부산 해운대구",24.02.27,아파트
119113,UNMAPPED,119113,119113,19,부산시 연제구 연산동,부산시,연제구,연산동,부산시 연제구 연산동 연산롯데캐슬골드포레,연산롯데캐슬골드포레,2367,2367,0,연산롯데캐슬골드포레,59.9494,202312,30,"55,000",107동,17,-,-,2020,황령산로 615,-,중개거래,부산 연제구,24.01.11,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,21,부산시 연제구 연산동,부산시,연제구,연산동,부산시 연제구 연산동 한일유앤아이,한일유앤아이,1136-5,1136,5,한일유앤아이,71.833,202312,30,"27,000",101,10,-,-,2006,묘봉산로 4,-,중개거래,부산 연제구,24.02.08,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,22,부산시 연제구 연산동,부산시,연제구,연산동,부산시 연제구 연산동 센텀리버SKVIEW,센텀리버SKVIEW,2317,2317,0,센텀리버SKVIEW,64.0118,202312,30,"40,500",103,14,-,-,2017,좌수영로 225,-,중개거래,부산 연제구,24.02.15,아파트
112331,UNMAPPED,112331,112331,23,부산시 연제구 연산동,부산시,연제구,연산동,부산시 연제구 연산동 연산더샵,연산더샵,2352,2352,0,연산더샵,84.7741,202312,30,"64,000",108,13,-,-,2019,연수로 130,-,중개거래,"부산 연제구, 부산 해운대구",24.02.19,아파트
9883,UNMAPPED,9883,9883,24,부산시 사상구 덕포동,부산시,사상구,덕포동,부산시 사상구 덕포동 덕포청구,덕포청구,58,58,0,덕포청구,59.805,202312,30,"17,800",102,3,-,-,2001,백양대로700번길 23,-,중개거래,부산 사상구,24.02.16,아파트
5594,UNMAPPED,5594,5594,25,부산시 사상구 모라동,부산시,사상구,모라동,부산시 사상구 모라동 삼정그린코아,삼정그린코아,334,334,0,삼정그린코아,83.325,202312,30,"15,450",3동,17,-,-,1993,백양대로934번길 20,-,중개거래,부산 사상구,24.03.29,아파트
4758,UNMAPPED,4758,4758,26,부산시 기장군 기장읍 교리,부산시,기장군,기장읍,부산시 기장군 기장읍 태영,태영,14-5,14,5,태영,84.975,202312,30,"21,700",2,15,-,-,1995,차성로441번길 7,-,중개거래,부산 기장군,24.03.15,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,27,부산시 기장군 정관읍 모전리,부산시,기장군,정관읍,부산시 기장군 정관읍 동일스위트3차,동일스위트3차,728,728,0,동일스위트3차,84.9174,202312,30,"28,500",307,15,-,-,2014,모전1길 9,-,중개거래,부산 기장군,24.03.18,아파트
119208,UNMAPPED,119208,119208,28,부산시 수영구 광안동,부산시,수영구,광안동,부산시 수영구 광안동 광안자이,광안자이,1334,1334,0,광안자이,73.67,202312,30,"70,000",107,15,-,-,2020,호암로29번길 50,-,중개거래,부산 수영구,24.01.16,아파트
109292,UNMAPPED,109292,109292,29,부산시 수영구 광안동,부산시,수영구,광안동,부산시 수영구 광안동 광안시티빌,광안시티빌,98-8,98,8,광안시티빌,84.7,202312,30,"34,000",-,8,-,-,2003,무학로9번길 55,-,중개거래,부산 수영구,24.03.08,아파트
109011,UNMAPPED,109011,109011,30,부산시 사상구 주례동,부산시,사상구,주례동,부산시 사상구 주례동 주례경동리인,주례경동리인,1288,1288,0,주례경동리인,80.1666,202312,30,"34,500",110동,10,-,-,2017,백양대로 526,-,중개거래,부산 사상구,24.02.07,아파트
112222,UNMAPPED,112222,112222,31,부산시 기장군 정관읍 방곡리,부산시,기장군,정관읍,부산시 기장군 정관읍 정관가화만사성더테라스2차,정관가화만사성더테라스2차,405,405,0,정관가화만사성더테라스2차,84.9623,202312,30,"37,000",209,3,-,-,2018,구연방곡로 106,-,중개거래,부산 기장군,24.01.10,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,32,부산시 사상구 학장동,부산시,사상구,학장동,부산시 사상구 학장동 학장동2차삼성,2차삼성,574-57,574,57,학장동2차삼성,84.996,202312,30,"27,000",101,22,-,-,1999,학감대로123번길 75,-,중개거래,경남 창원진해구 부산 사상구,24.01.15,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,33,부산시 북구 금곡동,부산시,북구,금곡동,부산시 북구 금곡동 유림2차(1),유림2차(1),96-1,96,1,유림2차(1),88.57,202312,30,"20,800",203,5,-,-,1994,효열로 193,-,중개거래,부산 북구,24.02.23,아파트
4831,UNMAPPED,4831,4831,34,부산시 동래구 복천동,부산시,동래구,복천동,부산시 동래구 복천동 우성베스토피아,우성베스토피아,500-1,500,1,우성베스토피아,134.77,202312,30,"46,000",5,8,-,-,1989,복천로5번길 34,-,중개거래,부산 동래구,24.01.19,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,35,부산시 부산진구 가야동,부산시,부산진구,가야동,부산시 부산진구 가야동 벽산1,벽산1,668,668,0,벽산1,85.0,202312,30,"26,000",-,1,-,-,1991,엄광로 68,20240116,중개거래,부산 부산진구,-,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,36,부산시 부산진구 부암동,부산시,부산진구,부암동,부산시 부산진구 부암동 미주,미주,332-6,332,6,미주,44.64,202312,30,"10,400",-,1,-,-,1986,동평로131번길 8,20240104,중개거래,부산 부산진구,-,아파트
22190,UNMAPPED,22190,UNMAPPED,37,부산시 부산진구 부암동,부산시,부산진구,부암동,부산시 부산진구 부암동 타워베르빌,타워베르빌,48-3,48,3,타워베르빌,84.935,202312,30,"26,500",-,39,-,-,2005,시민공원로19번길 65,-,중개거래,부산 부산진구,24.01.31,아파트
105438,UNMAPPED,105438,105323,40,부산시 남구 대연동,부산시,남구,대연동,부산시 남구 대연동 대연힐스테이트푸르지오,대연힐스테이트푸르지오,1858,1858,0,대연힐스테이트푸르지오,102.38,202312,30,"117,000",105,14,-,-,2013,수영로 345,-,중개거래,부산 남구,24.04.19,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,41,부산시 동래구 사직동,부산시,동래구,사직동,부산시 동래구 사직동 쌍용더플래티넘사직아시아드아파트,쌍용더플래티넘사직아시아드아파트,1058,1058,0,쌍용더플래티넘사직아시아드아파트,84.9207,202312,30,"90,000",106동,18,-,-,2020,아시아드대로134번길 14,-,중개거래,"부산 동래구, 부산 부산진구",24.02.15,아파트
26023,UNMAPPED,26023,UNMAPPED,42,부산시 부산진구 부전동,부산시,부산진구,부전동,부산시 부산진구 부전동 더샵센트럴스타,더샵센트럴스타,537-9,537,9,더샵센트럴스타,105.508,202312,30,"59,500",B,41,-,-,2011,중앙대로666번길 50,-,중개거래,부산 부산진구,24.02.01,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,43,부산시 부산진구 범천동,부산시,부산진구,범천동,부산시 부산진구 범천동 서면DS·협성엘리시안아파트,서면DS·협성엘리시안아파트,1647,1647,0,서면DS·협성엘리시안아파트,59.8084,202312,30,"32,350",104동,24,-,-,2017,만리산로 11,-,중개거래,부산 부산진구,24.02.19,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,44,부산시 남구 문현동,부산시,남구,문현동,부산시 남구 문현동 베스티움,베스티움,1234,1234,0,베스티움,59.9849,202312,30,"46,000",104동,27,-,-,2019,고동골로 29,-,중개거래,부산 남구,24.02.28,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,46,부산시 서구 충무동1가,부산시,서구,충무동1가,부산시 서구 충무동1가 헤리츠아파트3차,헤리츠아파트3차,17-5,17,5,헤리츠아파트3차,67.6,202312,30,"29,500",헤리츠아파트3차,10,-,-,2018,충무시장길 6,-,중개거래,부산 서구,24.02.28,아파트
